Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
-0.3192707381904758,-0.9668102080749115,-0.28535424477586274,1.0683427087570605,-1.5777638668882066,-0.6050906603958126,0.37080762127105354,0.8593985790447313,-0.6412677498904406,1.1919834339731243,0.9433566977803287,-1.0801543191581022,-1.151605955831219,3,0.22752593558760043,-0.9272841541978909,0.2235178859109089,1.0059044744505468,0.3318285218522325,0.8404210567958097,0.5041163393874601,-0.06099292141018143,1.9399507313170232,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
-0.10107765075735684,-1.6852828609350021,-0.4075222236969974,0.09776260566532058,-0.6568444911939251,-0.5067991055968466,1.7847522532457976,-0.9849193062664547,1.1591833593560954,-0.7496974222660373,1.0418652884815647,0.12260424572458092,-0.8787464066319064,3,-0.6942887005062809,-0.9272841541978909,-0.8087155777824245,0.20380119598129745,0.3318285218522325,-0.9902319621581533,-1.1708671963059498,-0.6804786301108258,-1.1689972809813582,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-1.6284292627891894,-1.0369051010368715,-0.28535424477586274,-1.8433976005181594,1.1849942601946382,0.47611644239281425,0.37080762127105354,-0.9849193062664547,-0.6412677498904406,-0.8724074897773554,1.6101306424562536,-0.6792347975305413,2.1227086345605337,4,-1.616103336600162,-0.9272841541978909,-1.3248323096290913,-0.5983020824879519,0.3318285218522325,-0.9902319621581533,-1.1708671963059498,-0.6804786301108258,-1.1689972809813582,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
0.2262119803923216,-0.75151875112032,-0.8961941393815362,1.0683427087570605,0.26407488450035654,-0.06448710900149919,0.37080762127105354,0.8593985790447313,0.2589578047328274,0.963040269146354,-1.1231006639960892,-1.0801543191581022,2.6684277329591595,4,1.1493405716814817,-0.9272841541978909,1.1267221666425757,-1.4004053609572011,0.3318285218522325,2.0053820688574224,0.5041163393874601,2.726692767742718,1.0920558188720102,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
-0.10107765075735684,0.22229958324405377,-1.018362118302671,1.0683427087570605,1.1849942601946382,-1.5880062083854736,-1.0431370107036906,-0.06276036361086176,0.2589578047328274,-0.4600496304018658,0.12611053345780537,-1.0801543191581022,-0.06016775903396814,3,0.22752593558760043,-0.9272841541978909,-0.9377447607440912,2.6101110313890454,0.3318285218522325,-0.6573859587119782,-0.6125393510748133,-0.3707357757605036,-0.6037340060180161,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0.771694698975119,1.271219588639099,-0.28535424477586274,0.09776260566532058,-0.6568444911939251,-1.6862977631844396,0.37080762127105354,2.7037164643559173,1.1591833593560954,2.7215232330762156,-1.5219979332531386,-1.0801543191581022,-0.33302730823328086,3,1.1493405716814817,0.2527009935227509,1.5138097155275758,1.0059044744505468,-1.0638777036483789,2.504651074026685,0.7832802620030285,-0.3707357757605036,1.6573190938353521,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0.2262119803923216,-0.033046098260229306,-1.018362118302671,0.09776260566532058,1.1849942601946382,0.5744079971917804,0.37080762127105354,-0.06276036361086176,1.1591833593560954,-0.005198532100195295,-0.7661633304114985,-0.6792347975305413,-0.06016775903396814,3,1.1493405716814817,0.2527009935227509,-0.2925988459357578,-0.5983020824879519,0.3318285218522325,0.34115205162654705,1.0624441846185968,0.868235641640785,1.0920558188720102,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
-0.10107765075735684,-0.8416407563571257,-0.7740261604604016,0.09776260566532058,0.26407488450035654,-0.949111102192194,0.37080762127105354,-0.9849193062664547,-0.6412677498904406,-0.6079087576858215,-0.7290663011911459,-0.6792347975305413,-0.8787464066319064,3,0.22752593558760043,-0.9272841541978909,0.09448870294924222,-0.5983020824879519,-1.0638777036483789,0.6739980550727221,1.6207720298497335,-0.6804786301108258,0.8094241813903391,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
0.33530852410888107,0.1972656929004966,0.691989586593215,0.09776260566532058,-1.5777638668882066,0.7218453293902295,-1.0431370107036906,0.8593985790447313,0.2589578047328274,0.853988742718451,1.5695601086272537,-0.6792347975305413,-0.6058868574325936,3,1.1493405716814817,1.4326861412433927,0.8686638007192423,-0.5983020824879519,0.3318285218522325,1.838959067134335,3.016591642927575,3.6559213307936846,2.2225823687986943,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
-0.9738500004898326,0.8831942883139628,-0.04101828693359331,0.09776260566532058,1.1849942601946382,1.409886212982992,0.37080762127105354,-0.9849193062664547,1.1591833593560954,-0.95956199002391,-1.6520459458008914,-0.6792347975305413,2.1227086345605337,4,1.1493405716814817,0.2527009935227509,-0.8087155777824245,0.20380119598129745,-1.0638777036483789,-0.32453995526580315,-0.6125393510748133,-0.6804786301108258,-0.03847073105467402,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
